Address,Award,Comments,Cuisine,FacilitiesAndServices,Hour,Location,Name,PhoneNumber,Price,Url,WebsiteUrl,_id,coord
"25F, H Queen's, 80 Queen's Road Central, Hong Kong",4,8991177,Innovative,"Air conditioning,American Express credit card,Booking essential,Brunch,China UnionPay,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",19,Hong Kong,Arbor,+85231858388,$$$,https://guide.michelin.com/en/hong-kong-region/hong-kong/restaurant/arbor,http://www.arbor-hk.com,63da3c3e3edd49a903f164b9,"[114.15542,22.283146]"
"Rua Barão de Capanema 549, São Paulo, 01411-011, Brazil",3,5984436,Creative,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Valet parking,Visa credit card",14,"São Paulo, Brazil",D.O.M.,+551130880761,,https://guide.michelin.com/en/sao-paulo-region/sao-paulo/restaurant/d-o-m,http://www.domrestaurante.com.br/,63da3c3e3edd49a903f164ba,"[-46.6674788,-23.5661809]"
"Rua Pedroso Alvarenga 665, São Paulo, 04531-001, Brazil",4,8313932,Japanese,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Notable sake list,Valet parking,Visa credit card,Wheelchair access",7,"São Paulo, Brazil",Ryo Gastronomia,+551138818110,,https://guide.michelin.com/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,https://www.ryogastronomia.com.br/,63da3c3e3edd49a903f164bb,"[-46.6769049,-23.5814487]"
"Rua Conde de Irajá 581, Rio de Janeiro, 22271-020, Brazil",2,5284004,Modern Cuisine,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",4,"Rio de Janeiro, Brazil",Oteque,+552134865758,,https://guide.michelin.com/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,https://www.oteque.com/,63da3c3e3edd49a903f164bc,"[-43.194424,-22.95747]"
"Avenida General San Martin 889, Rio de Janeiro, 22441-015, Brazil",3,2023534,Creative,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Valet parking,Visa credit card",6,"Rio de Janeiro, Brazil",Oro,+552125408768,,https://guide.michelin.com/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oro,http://ororestaurante.com.br/,63da3c3e3edd49a903f164bd,"[-43.22471,-22.98601]"
"Shop 21, LG2 Level, Parkview Green Fangcaodi, 9 Dongdaqiao Road, Beijing, China Mainland",1,3428586,Italian,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",15,"Beijing, China Mainland",Opera Bombana,+861056907177,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/opera-bombana,https://www.laisundining.com/,63da3c3e3edd49a903f164be,"[116.44863,39.919746]"
"61 Dongsanhuan Middle Road, Beijing, China Mainland",4,4959753,Beijing Cuisine,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card",16,"Beijing, China Mainland",Poetry‧Wine (Dongsanhuan Middle Road),+861087774188,¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/poetry%E2%80%A7wine,,63da3c3e3edd49a903f164bf,"[116.454715,39.897639]"
"5F, Tower A, Yintai Centre, 2 Jianguomenwai Street, Beijing, China Mainland",1,8574246,Taizhou,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",11,"Beijing, China Mainland",Xin Rong Ji (Jianguomenwai Street),+861085171789,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/xin-rong-ji-jianguomenwai-street,http://www.xinrongji.cc/,63da3c3e3edd49a903f164c0,"[116.453263,39.906171]"
"Next to East 2 Gate, Workers' Sports Complex, Gongrentiyuchang East Road, Beijing, China Mainland",0,7352780,Hunanese,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Terrace,Visa credit card",2,"Beijing, China Mainland",In Love (Gongti East Road),+861053520033,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/in-love-gongti-east-road,,63da3c3e3edd49a903f164c1,"[116.443233,39.927315]"
"2A01-2A03 / 2A05-2A13, 2F, Sunshine Financial Center, No.1 Tower, 33 Jinghui Street, Beijing, China Mainland",4,3971126,Shandong,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card",16,"Beijing, China Mainland",Lu Shang Lu,+861087185556,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lu-shang-lu,,63da3c3e3edd49a903f164c2,"[116.4570814,39.9106329]"
"1 Jade River, 45 Dongbuyaqiao Hutong, Dianmen East Street, Beijing, China Mainland",2,5971269,European Contemporary,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",5,"Beijing, China Mainland",The Georg,+8684085300,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/the-georg,,63da3c3e3edd49a903f164c3,"[116.39889,39.934451]"
"23 Shatan North Street, Beijing, China Mainland",3,8986528,French Contemporary,"Air conditioning,American Express credit card,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",17,"Beijing, China Mainland",Trb Hutong,+8613911712083,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/trb-hutong,https://trb-hutong.com/,63da3c3e3edd49a903f164c4,"[116.403524,39.927966]"
"3F, Rosewood Hotel, Jing Guang Centre, Hujialou, 1 Chaoyangmenwai Street, Beijing, China Mainland",3,7944863,Beijing Cuisine,"Air conditioning,American Express credit card,Car park,China UnionPay,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access",11,"Beijing, China Mainland",Country Kitchen,+861065360066,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/country-kitchen,https://www.rosewoodhotels.com/en/beijing,63da3c3e3edd49a903f164c5,"[116.454181,39.918808]"
"3F, The Puxuan Hotel, 1 Wangfujing Street, Beijing, China Mainland",0,6171929,Cantonese,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",14,"Beijing, China Mainland",Fu Chun Ju,+861052806418,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/fu-chun-ju,https://thepuxuan.com/en/,63da3c3e3edd49a903f164c6,"[116.403739,39.922423]"
"LG Level, The Opposite House, Taikoo Li Sanlitun North, 11 Sanlitun Road, Beijing, China Mainland",1,3583831,Beijing Cuisine,"Air conditioning,American Express credit card,Car park,China UnionPay,Counter dining,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Visa credit card,Wheelchair access",14,"Beijing, China Mainland",Jing Yaa Tang,+861064105230,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jing-yaa-tang,https://www.thehousecollective.com/en/the-opposite-house/,63da3c3e3edd49a903f164c7,"[116.4615173,39.9404737]"
"B1 Level, The Peninsula Hotel, 8 Jinyu Hutong, Beijing, China Mainland",3,7613442,French Contemporary,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Visa credit card,Wheelchair access",19,"Beijing, China Mainland",Jing,+861085162888,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jing,https://www.peninsula.com/en/beijing/5-star-luxury-hotel-wangfujing,63da3c3e3edd49a903f164c8,"[116.416395,39.915588]"
"D6007, 6F, SKP Beijing, 87 Jianguo Road, Beijing, China Mainland",3,2694352,Cantonese,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",18,"Beijing, China Mainland",The Beijing Kitchen,+861065307905,¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/the-beijing-kitchen,,63da3c3e3edd49a903f164c9,"[116.473274,39.909316]"
"5 Xindong Road, Beijing, China Mainland",1,418428,Beijing Cuisine,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list",17,"Beijing, China Mainland",Sheng Yong Xing (Chaoyang),+861064640968,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/sheng-yong-xing-chaoyang,,63da3c3e3edd49a903f164ca,"[116.443748,39.939223]"
"15 Gongrentiyuchang South Road, Beijing, China Mainland",2,8353381,Shanghainese,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",14,"Beijing, China Mainland",Lao Ji Tang (Gongrentiyuchang South Road),+861085612685,¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lao-ji-tang,,63da3c3e3edd49a903f164cb,"[116.442599,39.925181]"
"B1 Level, Financial Street International Hotel, 11 Jinrong Street, Beijing, China Mainland",2,4672851,Taizhou,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card",3,"Beijing, China Mainland",Xin Rong Ji (Jinrong Street),+861066180567,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/xin-rong-ji-jinrong-street,http://www.xinrongji.cc,63da3c3e3edd49a903f164cc,"[116.353313,39.917499]"
"22 Jianchang Hutong, Beijing, China Mainland",4,1160305,Beijing Cuisine,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",4,"Beijing, China Mainland",Mansion Cuisine by Jingyan,+861086632999,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jing-yan-by-chef-duan,,63da3c3e3edd49a903f164cd,"[116.4116729,39.9475229]"
"3F, Waldorf Astoria Hotel, 5-15 Jinyu Hutong, Beijing, China Mainland",0,1552418,Cantonese,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",16,"Beijing, China Mainland",Zijin Mansion,+861085208989,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/zijin-mansion,https://www.hilton.com/en/hotels/bjswawa-waldorf-astoria-beijing/,63da3c3e3edd49a903f164ce,"[116.414122,39.916259]"
"4F, China World Summit Wing, 1 Jianguomenwai Street, Beijing, China Mainland",4,858404,Cantonese,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access",13,"Beijing, China Mainland",Seventh Son,+861085716888,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/seventh-son-1186794,https://www.seventhson.hk/,63da3c3e3edd49a903f164cf,"[116.452361,39.910984]"
"Block 21, 4 Gongrentiyuchang North Road, Beijing, China Mainland",2,3257543,Jiangzhe,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access",0,"Beijing, China Mainland",The Tasty House,+861085885655,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/the-tasty-house,,63da3c3e3edd49a903f164d0,"[116.452431,39.930362]"
"1F, The Westin, 9C Jinrong Street, Beijing, China Mainland",1,3505967,Hunanese,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Visa credit card,Wheelchair access",4,"Beijing, China Mainland",Furong,+861066007175,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/furong,,63da3c3e3edd49a903f164d1,"[116.35324,39.916154]"
"3F, STEY-Sanlitun Hotel, BEI Zhaolong, 2 Gongrentiyuchang North Road, Beijing, China Mainland",0,8950526,Innovative,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Visa credit card",9,"Beijing, China Mainland",Ling Long,+861086355109,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/ling-long,,63da3c3e3edd49a903f164d2,"[116.454401,39.931781]"
"Shop 212, 2F, West Building, WF Central, 269 Wangfujing Street, Beijing, China Mainland",0,7187875,Vegetarian,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",9,"Beijing, China Mainland",Vege Wonder,+861068888199,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/vege-wonder,,63da3c3e3edd49a903f164d3,"[116.402415,39.911324]"
"1-2F, Nanxincang Business Tower, 22A Dongsi 10th Alley, Beijing, China Mainland",0,7902190,Chinese Contemporary,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Discover Card,JCB,Mastercard credit card,Valet parking,Visa credit card",15,"Beijing, China Mainland",Gastro Esthetics DaDong,+8651690328,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/da-dong-dongsi-10th-alley,http://www.dadongdadong.com,63da3c3e3edd49a903f164d4,"[116.424984,39.93026]"
"2F, Empark Prime Hotel, 2 Wangfujing Street, Beijing, China Mainland",3,3047697,Cantonese,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,Particularly interesting wine list,Visa credit card",2,"Beijing, China Mainland",Forum,+861085553679,¥¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/forum-1203613,http://www.forumrestaurant1977.com,63da3c3e3edd49a903f164d5,"[116.4054586,39.9221144]"
"5F, Uni Elite, Building 6, Courtyard 5, Anding Road, Beijing, China Mainland",4,820227,Shandong,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",19,"Beijing, China Mainland",Lu Style (Anding Road),+861064413777,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lu-style,,63da3c3e3edd49a903f164d6,"[116.398637,39.977857]"
"3F, Jinbao Tower, 89 Jinbao Street, Beijing, China Mainland",0,8212421,Cantonese,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card",19,"Beijing, China Mainland",Lei Garden (Jinbao Tower),+861085221212,¥¥¥,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lei-garden-jinbao-tower,https://leigarden.hk/,63da3c3e3edd49a903f164d7,"[116.4133837,39.9109245]"
